uc009vfm.1	ENSMUST00000163671
uc007tfm.1	ENSMUST00000127408
uc007tfn.1	ENSMUST00000127408
uc007tfo.1	ENSMUST00000127408
uc007tfp.1	ENSMUST00000127408
uc007tfq.1	ENSMUST00000127408
uc007tfr.1	ENSMUST00000127408
uc007tfs.1	ENSMUST00000127408
uc007tft.1	ENSMUST00000127408
uc007tfu.1	ENSMUST00000127408
uc007tfv.1	ENSMUST00000127408
uc007tfw.1	ENSMUST00000127408
uc007tfx.1	ENSMUST00000127408
uc007tfy.1	ENSMUST00000127408
uc007tfz.1	ENSMUST00000127408
uc007tga.1	ENSMUST00000127408
uc007tgd.2	ENSMUST00000046891
uc007tgj.2	ENSMUST00000147957
uc007tgl.2	ENSMUST00000146150
uc007tgk.1	ENSMUST00000147957
uc007tgn.1	ENSMUST00000022380
uc007tgo.1	ENSMUST00000095952
uc011zjj.1	ENSMUST00000095952
uc011zjk.1	ENSMUST00000095952
uc011zjl.1	ENSMUST00000095952
uc007tgs.1	ENSMUST00000122972
uc007thb.2	ENSMUST00000118449
uc007thc.1	ENSMUST00000111826
uc007the.2	ENSMUST00000166985
uc007thf.2	ENSMUST00000067426
uc007thi.1	ENSMUST00000140114
uc007thj.1	ENSMUST00000133989
uc007thk.1	ENSMUST00000133790
uc007thl.1	ENSMUST00000068532
uc007thm.1	ENSMUST00000068532
uc007thn.2	ENSMUST00000100672
uc007tho.2	ENSMUST00000100672
uc007thp.1	ENSMUST00000137543
uc007thq.2	ENSMUST00000100672
uc007thr.2	ENSMUST00000100672
uc007thx.1	ENSMUST00000065562
uc007thy.1	ENSMUST00000166743
uc007thz.1	ENSMUST00000164235
uc007tib.2	ENSMUST00000142734
uc007tia.2	ENSMUST00000142734
uc007tic.2	ENSMUST00000142734
uc007tii.2	ENSMUST00000095941
uc011zjo.1	ENSMUST00000163324
uc007tij.2	ENSMUST00000168833
uc007tig.2	ENSMUST00000043112
uc007tih.2	ENSMUST00000095941
uc011zjp.1	ENSMUST00000089901
uc007til.1	ENSMUST00000022391
uc007tim.1	ENSMUST00000022391
uc007tin.1	ENSMUST00000089901
uc007tio.1	ENSMUST00000070762
uc007tip.1	ENSMUST00000089901
uc007tiq.1	ENSMUST00000111743
uc007tir.1	ENSMUST00000111743
uc007tis.1	ENSMUST00000070762
uc007tit.1	ENSMUST00000089901
uc007tiu.1	ENSMUST00000089901
uc007tiw.1	ENSMUST00000111743
uc007tiv.1	ENSMUST00000111743
uc007tix.1	ENSMUST00000089901
uc007tiy.1	ENSMUST00000111745
uc007tiz.1	ENSMUST00000089901
uc007tja.1	ENSMUST00000111744
uc007tjb.1	ENSMUST00000111743
uc007tjc.1	ENSMUST00000111745
uc007tjd.1	ENSMUST00000111743
uc007tje.1	ENSMUST00000089901
uc007tjf.1	ENSMUST00000111743
uc007tjh.1	ENSMUST00000073150
uc007tji.1	ENSMUST00000073150
uc011zjq.1	ENSMUST00000081029
uc007tjk.2	ENSMUST00000037990
uc007tjl.1	ENSMUST00000133744
uc007tjm.2	ENSMUST00000133744
uc007tjn.2	ENSMUST00000156480
uc007tjo.2	ENSMUST00000037990
uc007tjp.2	ENSMUST00000037990
uc007tjx.2	ENSMUST00000037473
uc007tjy.2	ENSMUST00000037473
uc007tjz.2	ENSMUST00000037473
uc007tka.2	ENSMUST00000037473
uc007tkb.1	ENSMUST00000037362
uc007tkc.1	ENSMUST00000153488
uc007tkd.1	ENSMUST00000037362
uc007tkq.2	ENSMUST00000079142
uc007tkz.1	ENSMUST00000063570
uc007tla.1	ENSMUST00000058965
uc007tlb.1	ENSMUST00000058972
uc007tlc.1	ENSMUST00000075261
uc007tld.1	ENSMUST00000089838
uc007tle.1	ENSMUST00000071932
uc007tlf.2	ENSMUST00000089836
uc011zju.1	ENSMUST00000071294
uc007tlg.1	ENSMUST00000066457
uc007tlh.2	ENSMUST00000062534
uc007tli.1	ENSMUST00000080616
uc007tlk.1	ENSMUST00000073561
uc011zjx.1	ENSMUST00000036126
uc007tlq.1	ENSMUST00000036126
uc007tlr.1	ENSMUST00000036126
uc007tls.1	ENSMUST00000036126
uc007tlv.1	ENSMUST00000147919
uc007tlw.1	ENSMUST00000147919
uc007tly.1	ENSMUST00000049411
uc007tme.2	ENSMUST00000048615
uc007tmf.1	ENSMUST00000095925
uc011zkb.1	ENSMUST00000164632
uc007tmg.1	ENSMUST00000022424
uc007tml.2	ENSMUST00000171688
uc007tmm.2	ENSMUST00000022428
uc007tmn.2	ENSMUST00000069011
uc007tmo.2	ENSMUST00000169895
uc007tmp.1	ENSMUST00000100645
uc007tmq.1	ENSMUST00000100645
uc007tmr.2	ENSMUST00000095923
uc007tmt.2	ENSMUST00000075648
uc007tmv.1	ENSMUST00000049559
uc009vao.1	ENSMUST00000159674
uc009vap.1	ENSMUST00000022438
uc007tmy.2	ENSMUST00000159674
uc011zkc.1	ENSMUST00000159611
uc007tmz.1	ENSMUST00000159611
uc007tna.1	ENSMUST00000159611
uc009vaq.1	ENSMUST00000159611
uc007tnb.1	ENSMUST00000096170
uc007tne.1	ENSMUST00000053821
uc007tnf.1	ENSMUST00000074477
uc011zkd.1	ENSMUST00000074477
uc007tng.1	ENSMUST00000168413
uc007tnh.1	ENSMUST00000047899
uc011zke.1	ENSMUST00000047899
uc011zkf.1	ENSMUST00000047899
uc007tni.2	ENSMUST00000160668
uc007tnj.2	ENSMUST00000047726
uc007tnm.1	ENSMUST00000008957
uc011zkg.1	ENSMUST00000008957
uc007tno.2	ENSMUST00000100639
uc007tnp.2	ENSMUST00000100639
uc007tnq.2	ENSMUST00000093813
uc007tnr.2	ENSMUST00000093813
uc007tns.2	ENSMUST00000100639
uc007tnt.2	ENSMUST00000100639
uc007tnu.1	ENSMUST00000089769
uc007tnz.1	ENSMUST00000100638
uc011zki.1	ENSMUST00000100638
uc011zkj.1	ENSMUST00000083919
uc007toi.2	ENSMUST00000111600
uc007toj.2	ENSMUST00000111603
uc007tok.2	ENSMUST00000111603
uc007tol.2	ENSMUST00000111600
uc011zkk.1	ENSMUST00000111603
uc007tom.1	ENSMUST00000111600
uc007ton.1	ENSMUST00000111599
uc007too.1	ENSMUST00000111599
uc007top.1	ENSMUST00000111603
uc011zkl.1	ENSMUST00000111599
uc007toq.1	ENSMUST00000111599
uc007tos.1	ENSMUST00000143086
uc007tpa.2	ENSMUST00000022766
uc007toz.2	ENSMUST00000152493
uc007tpk.1	ENSMUST00000103567
uc007tpl.2	ENSMUST00000045066
uc007tpo.1	ENSMUST00000103568
uc007tpp.1	ENSMUST00000103569
uc007tpq.1	ENSMUST00000103571
uc007tps.1	ENSMUST00000103573
uc007tpt.1	ENSMUST00000103640
uc007tpu.1	ENSMUST00000103603
uc007tpv.1	ENSMUST00000103578
uc007tpw.1	ENSMUST00000103580
uc007tpx.1	ENSMUST00000103581
uc007tpy.1	ENSMUST00000103583
uc007tpz.2	ENSMUST00000103584
uc007tqa.2	ENSMUST00000103585
uc007tqb.1	ENSMUST00000103587
uc007tqc.1	ENSMUST00000103588
uc007tqd.2	ENSMUST00000103597
uc007tqe.1	ENSMUST00000103590
uc011zkp.1	ENSMUST00000103591
uc007tqf.2	ENSMUST00000103591
uc007tqh.1	ENSMUST00000103592
uc007tqi.1	ENSMUST00000103593
uc007tqj.1	ENSMUST00000103594
uc007tqk.1	ENSMUST00000103595
uc007tql.2	ENSMUST00000103597
uc007tqm.2	ENSMUST00000103598
uc007tqn.1	ENSMUST00000103598
uc011zkq.1	ENSMUST00000167409
uc007tqo.1	ENSMUST00000167409
uc007tqp.2	ENSMUST00000103600
uc007tqq.1	ENSMUST00000103601
uc007tqr.1	ENSMUST00000103602
uc007tqs.1	ENSMUST00000103602
uc007tqt.1	ENSMUST00000103606
uc011zkr.1	ENSMUST00000103608
uc007tqu.1	ENSMUST00000103608
uc007tqv.1	ENSMUST00000103635
uc007tqw.1	ENSMUST00000103609
uc007tqx.1	ENSMUST00000173112
uc007tqy.1	ENSMUST00000103611
uc007tqz.1	ENSMUST00000103612
uc007tra.1	ENSMUST00000103613
uc007trb.1	ENSMUST00000110632
uc007trc.1	ENSMUST00000103616
uc011zks.1	ENSMUST00000103617
uc007trd.1	ENSMUST00000103618
uc007tre.1	ENSMUST00000103619
uc007trf.1	ENSMUST00000103620
uc007trg.1	ENSMUST00000103621
uc007trh.1	ENSMUST00000103622
uc011zkt.1	ENSMUST00000103651
uc011zku.1	ENSMUST00000103623
uc007trj.2	ENSMUST00000103624
uc007trk.1	ENSMUST00000103624
uc007trl.1	ENSMUST00000103625
uc011zkv.1	ENSMUST00000103661
uc007trn.2	ENSMUST00000103626
uc007tro.2	ENSMUST00000103626
uc007trp.2	ENSMUST00000103627
uc007trq.1	ENSMUST00000103655
uc007trr.1	ENSMUST00000103628
uc007trs.1	ENSMUST00000103629
uc007trt.1	ENSMUST00000103629
uc007tru.1	ENSMUST00000103630
uc007trv.1	ENSMUST00000103632
uc007trw.1	ENSMUST00000171355
uc007trx.1	ENSMUST00000103633
uc007try.1	ENSMUST00000103634
uc007trz.1	ENSMUST00000103635
uc007tsa.1	ENSMUST00000103669
uc007tsb.1	ENSMUST00000103637
uc007tsc.1	ENSMUST00000103638
uc007tsd.1	ENSMUST00000103639
uc007tse.1	ENSMUST00000103575
uc007tsf.1	ENSMUST00000103641
uc007tsg.1	ENSMUST00000103644
uc011zkw.1	ENSMUST00000103645
uc007tsh.1	ENSMUST00000103646
uc007tsi.2	ENSMUST00000103647
uc007tsj.1	ENSMUST00000103648
uc007tsk.1	ENSMUST00000103647
uc007tsl.1	ENSMUST00000103740
uc011zkx.1	ENSMUST00000103651
uc007tsn.1	ENSMUST00000103668
uc007tso.1	ENSMUST00000103651
uc011zky.1	ENSMUST00000103651
uc007tsp.2	ENSMUST00000103652
uc007tsq.2	ENSMUST00000103653
uc007tsr.1	ENSMUST00000103654
uc007tss.1	ENSMUST00000103655
uc007tst.1	ENSMUST00000103656
uc007tsu.1	ENSMUST00000103657
uc007tsv.1	ENSMUST00000103657
uc007tsw.1	ENSMUST00000103658
uc007tsx.1	ENSMUST00000103659
uc007tsy.1	ENSMUST00000103669
uc007tsz.1	ENSMUST00000103659
uc007tta.1	ENSMUST00000103660
uc007ttb.1	ENSMUST00000103660
uc007ttc.3	ENSMUST00000103661
uc011zkz.1	ENSMUST00000103662
uc007ttd.1	ENSMUST00000103662
uc011zla.1	ENSMUST00000103663
uc007ttf.1	ENSMUST00000103664
uc007ttg.1	ENSMUST00000103665
uc007tth.1	ENSMUST00000103666
uc007tti.1	ENSMUST00000130122
uc007ttj.2	ENSMUST00000103667
uc007ttk.1	ENSMUST00000103668
uc007ttm.1	ENSMUST00000135950
uc007ttn.1	ENSMUST00000103672
uc007tto.1	ENSMUST00000103672
uc007ttp.1	ENSMUST00000103674
uc007ttq.1	ENSMUST00000142754
uc007ttr.1	ENSMUST00000103710
uc007tts.1	ENSMUST00000103675
uc007ttt.1	ENSMUST00000103678
uc007ttu.1	ENSMUST00000103679
uc007ttv.1	ENSMUST00000103679
uc007ttx.1	ENSMUST00000103682
uc007tty.1	ENSMUST00000103683
uc007tub.1	ENSMUST00000103740
uc007tuc.1	ENSMUST00000103688
uc007tud.1	ENSMUST00000103689
uc007tue.2	ENSMUST00000103740
uc007tuf.2	ENSMUST00000103740
uc007tug.1	ENSMUST00000103740
uc007tuh.1	ENSMUST00000103740
uc007tui.2	ENSMUST00000103740
uc007tuj.2	ENSMUST00000103740
uc007tuk.2	ENSMUST00000103740
uc007tul.1	ENSMUST00000103740
uc007tum.1	ENSMUST00000103740
uc007tun.2	ENSMUST00000103740
uc007tuo.1	ENSMUST00000103740
uc007tup.1	ENSMUST00000103740
uc007tuq.1	ENSMUST00000103740
uc007tur.2	ENSMUST00000103740
uc007tus.2	ENSMUST00000103740
uc007tut.2	ENSMUST00000103740
uc007tuu.1	ENSMUST00000103740
uc007tuv.2	ENSMUST00000103740
uc007tuw.2	ENSMUST00000103740
uc007tux.1	ENSMUST00000103740
uc007tuy.2	ENSMUST00000103740
uc007tuz.2	ENSMUST00000103740
uc007tva.2	ENSMUST00000103740
uc007tvb.2	ENSMUST00000103740
uc007tvc.2	ENSMUST00000103740
uc007tvd.2	ENSMUST00000103740
uc007tve.1	ENSMUST00000103740
uc007tvf.2	ENSMUST00000103740
uc007tvg.1	ENSMUST00000103740
uc007tvh.1	ENSMUST00000103740
uc007tvi.2	ENSMUST00000103740
uc007tvj.2	ENSMUST00000103740
uc007tvk.2	ENSMUST00000103740
uc007tvl.1	ENSMUST00000103740
uc007tvo.1	ENSMUST00000041197
uc007tvp.1	ENSMUST00000041197
uc007tvq.1	ENSMUST00000041197
uc007tvr.1	ENSMUST00000041197
uc007tvt.1	ENSMUST00000000985
uc007tvu.1	ENSMUST00000000985
uc007tvy.1	ENSMUST00000010550
uc007tvz.1	ENSMUST00000010550
uc007twa.1	ENSMUST00000010550
uc007twb.1	ENSMUST00000010550
uc007twc.2	ENSMUST00000089688
uc007twd.1	ENSMUST00000022782
uc007twe.1	ENSMUST00000022783
uc007twn.2	ENSMUST00000097177
uc007twy.2	ENSMUST00000038539
uc007txe.1	ENSMUST00000022806
uc007txf.1	ENSMUST00000133397
uc007txh.2	ENSMUST00000150975
uc007txi.2	ENSMUST00000116476
uc007txg.2	ENSMUST00000022808
uc007txn.2	ENSMUST00000037863
uc007txo.1	ENSMUST00000037814
uc007txp.1	ENSMUST00000111465
uc007txq.1	ENSMUST00000111465
uc007txx.2	ENSMUST00000022815
uc007txy.2	ENSMUST00000050575
uc007tyb.2	ENSMUST00000050575
uc007tyk.2	ENSMUST00000022820
uc007tyl.2	ENSMUST00000022821
uc007tym.2	ENSMUST00000022821
uc007tyn.1	ENSMUST00000022821
uc007tyo.1	ENSMUST00000076236
uc007typ.1	ENSMUST00000076236
uc007tyq.2	ENSMUST00000165262
uc007tyr.2	ENSMUST00000074225
uc007tys.2	ENSMUST00000163767
uc007tyw.1	ENSMUST00000048781
uc007tyx.1	ENSMUST00000048781
uc007tyy.1	ENSMUST00000048781
uc007tyz.2	ENSMUST00000117236
uc007tza.2	ENSMUST00000168205
uc007tzb.2	ENSMUST00000072530
uc007tzc.1	ENSMUST00000022826
uc007tzd.1	ENSMUST00000174259
uc007tzi.1	ENSMUST00000019443
uc007tzj.1	ENSMUST00000126544
uc007tzk.2	ENSMUST00000134863
uc007tzl.2	ENSMUST00000130697
uc007tzm.1	ENSMUST00000138037
uc007tzn.1	ENSMUST00000145680
uc007tzo.1	ENSMUST00000002395
uc007tzy.1	ENSMUST00000007735
uc007tzz.1	ENSMUST00000007735
uc007tzx.2	ENSMUST00000164809
uc011zlm.1	ENSMUST00000164809
uc007uad.1	ENSMUST00000002397
uc007uae.1	ENSMUST00000002397
uc007uao.2	ENSMUST00000019441
uc007uaq.1	ENSMUST00000044554
uc011zlo.1	ENSMUST00000044554
uc007uas.2	ENSMUST00000164841
uc007uar.2	ENSMUST00000057569
uc007uax.2	ENSMUST00000024179
uc011zlq.1	ENSMUST00000172271
uc011zlr.1	ENSMUST00000024179
uc011zls.1	ENSMUST00000172271
uc011zlt.1	ENSMUST00000172271
uc007uaz.2	ENSMUST00000168479
uc007ubb.1	ENSMUST00000022831
uc011zlu.1	ENSMUST00000022831
uc011zlv.1	ENSMUST00000022831
uc007ubg.1	ENSMUST00000089555
uc007ubi.1	ENSMUST00000022836
uc007ubk.1	ENSMUST00000015576
uc007ubw.2	ENSMUST00000007340
uc007ubx.1	ENSMUST00000166310
uc007uby.1	ENSMUST00000166310
uc007ubz.1	ENSMUST00000166310
uc007uca.1	ENSMUST00000095793
uc011zma.1	ENSMUST00000166310
uc007ucd.2	ENSMUST00000161553
uc011zmb.1	ENSMUST00000161553
uc011zmc.1	ENSMUST00000116468
uc011zmd.1	ENSMUST00000116468
uc007ucg.1	ENSMUST00000116468
uc007ucr.1	ENSMUST00000089508
uc007ucs.1	ENSMUST00000022511
uc007uct.2	ENSMUST00000022511
uc011zme.1	ENSMUST00000022511
uc007udb.2	ENSMUST00000039020
uc007udc.1	ENSMUST00000089494
uc007ude.1	ENSMUST00000165998
uc007udo.2	ENSMUST00000128764
uc011zmh.1	ENSMUST00000175043
uc007udq.1	ENSMUST00000022538
uc007udw.1	ENSMUST00000166293
uc007udx.2	ENSMUST00000165526
uc007udy.2	ENSMUST00000165526
uc007ueb.2	ENSMUST00000043227
uc011zmj.1	ENSMUST00000022551
uc007uec.2	ENSMUST00000043227
uc007uek.1	ENSMUST00000022553
uc007uel.1	ENSMUST00000022553
uc007uem.1	ENSMUST00000022553
uc011zmu.1	ENSMUST00000022553
uc007uen.1	ENSMUST00000022553
uc007uer.2	ENSMUST00000053949
uc007uew.1	ENSMUST00000154835
uc007ufa.1	ENSMUST00000022563
uc007ufb.2	ENSMUST00000089421
uc011zmz.1	ENSMUST00000022561
uc007ufc.2	ENSMUST00000160973
uc011zna.1	ENSMUST00000022566
uc007ufd.2	ENSMUST00000162945
uc007ufe.2	ENSMUST00000022566
uc007uff.2	ENSMUST00000025940
uc011znb.1	ENSMUST00000022571
uc007ufh.2	ENSMUST00000022571
uc007ufg.2	ENSMUST00000022571
uc007ufo.2	ENSMUST00000119509
uc007ufp.1	ENSMUST00000089394
uc011znc.1	ENSMUST00000119509
uc007ufq.1	ENSMUST00000121091
uc007ufr.1	ENSMUST00000150222
uc007ufu.1	ENSMUST00000055159
uc007ufy.2	ENSMUST00000165015
uc007ufz.2	ENSMUST00000039562
uc007ugd.1	ENSMUST00000051184
uc007uge.1	ENSMUST00000051184
uc007ugl.1	ENSMUST00000022499
uc007ugn.1	ENSMUST00000162987
uc007ugo.1	ENSMUST00000171692
uc007ugw.1	ENSMUST00000141937
uc007ugx.2	ENSMUST00000014691
uc007ugy.2	ENSMUST00000014691
uc007ugz.2	ENSMUST00000014691
uc007uhb.2	ENSMUST00000100492
uc007uhc.1	ENSMUST00000100491
uc007uhf.2	ENSMUST00000067990
uc007uhg.1	ENSMUST00000142140
uc007uhh.1	ENSMUST00000006235
uc007uhr.2	ENSMUST00000121288
uc007uhu.2	ENSMUST00000119973
uc007uhv.1	ENSMUST00000119973
uc011znj.1	ENSMUST00000102094
uc007uhx.2	ENSMUST00000022528
uc007uhy.1	ENSMUST00000079652
uc007uia.1	ENSMUST00000058229
uc007uic.2	ENSMUST00000063785
uc007uid.2	ENSMUST00000172077
uc007uie.1	ENSMUST00000022537
uc007uil.1	ENSMUST00000164162
uc011znk.1	ENSMUST00000083663
uc011znl.1	ENSMUST00000175231
uc007uim.1	ENSMUST00000100473
uc007uin.1	ENSMUST00000100473
uc007uio.1	ENSMUST00000100473
uc007uiu.1	ENSMUST00000043914
uc007uiv.1	ENSMUST00000170098
uc007uiw.1	ENSMUST00000043914
uc007ujc.1	ENSMUST00000169656
uc007ujd.1	ENSMUST00000169656
uc007uje.1	ENSMUST00000043554
uc011znm.1	ENSMUST00000169656
uc007ujg.2	ENSMUST00000066994
uc011znn.1	ENSMUST00000091349
uc011znp.1	ENSMUST00000150897
uc007ujm.2	ENSMUST00000069226
uc007ujn.2	ENSMUST00000022610
uc007ujo.1	ENSMUST00000022612
uc007ujq.1	ENSMUST00000022614
uc007ujs.2	ENSMUST00000022616
uc007ujx.1	ENSMUST00000022620
uc007ukc.1	ENSMUST00000121006
uc007ukd.1	ENSMUST00000022623
uc007uke.1	ENSMUST00000111119
uc007ukf.1	ENSMUST00000074523
uc007ukg.1	ENSMUST00000118426
uc007ukh.1	ENSMUST00000160647
uc007uki.1	ENSMUST00000159068
uc007ukj.1	ENSMUST00000054661
uc007ukk.1	ENSMUST00000054661
uc007ukl.1	ENSMUST00000159365
uc007ukn.1	ENSMUST00000071522
uc007ukp.1	ENSMUST00000100453
uc007ukq.2	ENSMUST00000089236
uc011zns.1	ENSMUST00000089236
uc007ukw.1	ENSMUST00000022637
uc011znu.1	ENSMUST00000022637
uc007ukx.1	ENSMUST00000022637
uc011znv.1	ENSMUST00000078053
uc007ulg.2	ENSMUST00000078053
uc007ulf.2	ENSMUST00000078053
uc007ule.1	ENSMUST00000152243
uc007ulh.2	ENSMUST00000111095
uc007uli.2	ENSMUST00000111095
uc007uln.1	ENSMUST00000022639
uc007ulz.1	ENSMUST00000014957
uc007umb.2	ENSMUST00000062437
uc007umc.1	ENSMUST00000062437
uc007umd.1	ENSMUST00000022646
uc007umi.2	ENSMUST00000064831
uc007umj.1	ENSMUST00000064831
uc007umk.2	ENSMUST00000064831
uc007umn.2	ENSMUST00000100420
uc007umo.2	ENSMUST00000100420
uc007umt.1	ENSMUST00000151501
uc007umu.2	ENSMUST00000022663
uc007umv.2	ENSMUST00000022663
uc007umz.1	ENSMUST00000022678
uc007una.1	ENSMUST00000022678
uc007unb.1	ENSMUST00000035908
uc007unc.1	ENSMUST00000035908
uc007und.1	ENSMUST00000035908
uc007une.1	ENSMUST00000022680
uc007uno.1	ENSMUST00000124416
uc011zoa.1	ENSMUST00000083594
uc007uoa.1	ENSMUST00000003561
uc007uof.2	ENSMUST00000047331
uc007uog.2	ENSMUST00000047331
uc007uoh.2	ENSMUST00000047331
uc007uoi.1	ENSMUST00000047218
uc007uoj.1	ENSMUST00000022691
uc007uok.1	ENSMUST00000089049
uc011zob.1	ENSMUST00000089049
uc007uoy.1	ENSMUST00000022698
uc007uoz.1	ENSMUST00000022699
uc007upa.1	ENSMUST00000022699
uc007upb.1	ENSMUST00000022699
uc007upc.1	ENSMUST00000110968
uc007upj.2	ENSMUST00000164822
uc007upk.2	ENSMUST00000164822
uc007upl.2	ENSMUST00000171163
uc007upm.2	ENSMUST00000169513
uc011zoj.1	ENSMUST00000170677
uc007upn.2	ENSMUST00000171767
uc007upo.2	ENSMUST00000164822
uc011zok.1	ENSMUST00000164822
uc007upq.2	ENSMUST00000044405
uc007upu.1	ENSMUST00000022705
uc007upw.1	ENSMUST00000162723
uc007upx.1	ENSMUST00000022706
uc007upy.1	ENSMUST00000160507
uc007uqc.1	ENSMUST00000036653
uc007uqd.1	ENSMUST00000022573
uc007uqe.1	ENSMUST00000022573
uc007uqk.1	ENSMUST00000036072
uc007uqm.1	ENSMUST00000131802
uc007uqn.1	ENSMUST00000145303
uc007uqo.1	ENSMUST00000131802
uc007uqp.1	ENSMUST00000124499
uc007uqq.2	ENSMUST00000022576
uc007uqs.1	ENSMUST00000022577
uc007uqt.2	ENSMUST00000022577
uc011zom.1	ENSMUST00000164848
uc007uqv.1	ENSMUST00000022579
uc007uqz.2	ENSMUST00000110894
uc011zoq.1	ENSMUST00000083213
uc007urc.1	ENSMUST00000050120
uc007ure.1	ENSMUST00000022586
uc007urh.1	ENSMUST00000110888
uc007uri.2	ENSMUST00000048371
uc007urj.2	ENSMUST00000022587
uc007urk.2	ENSMUST00000022587
uc007urs.1	ENSMUST00000048208
uc011zot.1	ENSMUST00000048208
uc007urt.1	ENSMUST00000048208
uc007uru.1	ENSMUST00000137110
uc007urv.1	ENSMUST00000022589
uc007urw.1	ENSMUST00000022589
uc007urx.1	ENSMUST00000022589
uc007ury.1	ENSMUST00000022589
uc007urz.1	ENSMUST00000072013
uc007usd.2	ENSMUST00000169978
uc007use.2	ENSMUST00000022591
uc007usf.1	ENSMUST00000174283
uc007usp.2	ENSMUST00000040990
uc007usq.2	ENSMUST00000040990
uc007usw.1	ENSMUST00000022600
uc007usx.2	ENSMUST00000022600
uc007usy.1	ENSMUST00000061222
uc007usz.1	ENSMUST00000100359
uc007utb.1	ENSMUST00000040131
uc007utc.1	ENSMUST00000110835
uc007utd.1	ENSMUST00000110835
uc007ute.1	ENSMUST00000054908
uc007utf.1	ENSMUST00000054908
uc011zoz.1	ENSMUST00000103254
uc007utk.1	ENSMUST00000100353
uc007utm.1	ENSMUST00000088735
uc007utn.1	ENSMUST00000100352
uc007uto.2	ENSMUST00000071370
uc007utp.2	ENSMUST00000071370
uc007uuf.2	ENSMUST00000169504
uc007uug.2	ENSMUST00000022596
uc011zpb.1	ENSMUST00000022596
uc007uup.1	ENSMUST00000045892
uc007uuv.1	ENSMUST00000022656
uc011zpe.1	ENSMUST00000022656
uc007uuy.1	ENSMUST00000022650
uc007uuz.1	ENSMUST00000022650
uc007uva.1	ENSMUST00000022650
uc007uvb.1	ENSMUST00000022650
uc007uvc.1	ENSMUST00000022650
uc007uvd.1	ENSMUST00000022650
uc007uve.1	ENSMUST00000168113
uc007uvf.1	ENSMUST00000005279
uc007uvg.1	ENSMUST00000005279
uc007uvi.1	ENSMUST00000137352
uc007uvj.1	ENSMUST00000137352
uc007uvv.1	ENSMUST00000066470
uc007uvw.1	ENSMUST00000002289
uc007uvx.2	ENSMUST00000100337
uc007uvy.2	ENSMUST00000159258
uc007uvz.1	ENSMUST00000159314
uc007uwa.1	ENSMUST00000159948
uc007uwb.2	ENSMUST00000159314
uc011zpj.1	ENSMUST00000100337
uc007uwc.1	ENSMUST00000167600
uc007uwd.1	ENSMUST00000159797
uc007uwf.2	ENSMUST00000022722
uc007uwg.1	ENSMUST00000022721
uc011zpk.1	ENSMUST00000022721
uc007uwq.1	ENSMUST00000110760
uc007uwr.1	ENSMUST00000095576
uc011zpl.1	ENSMUST00000095576
uc007uws.1	ENSMUST00000069443
uc007uwt.1	ENSMUST00000069443
uc007uxp.2	ENSMUST00000155351
uc007uxq.2	ENSMUST00000136040
uc007uxr.2	ENSMUST00000136040
uc007uxs.2	ENSMUST00000127286
uc007uxt.1	ENSMUST00000022711
uc011zpn.1	ENSMUST00000134007
uc011zpo.1	ENSMUST00000134007
uc011zpp.1	ENSMUST00000134007
uc011zpq.1	ENSMUST00000134007
uc007uxu.2	ENSMUST00000134007
uc007uxw.1	ENSMUST00000134007
uc007uxz.1	ENSMUST00000022708
uc007uya.1	ENSMUST00000022708
uc011zpr.1	ENSMUST00000042767
uc011zpt.1	ENSMUST00000083574
uc011zpu.1	ENSMUST00000083469
uc011zpv.1	ENSMUST00000083482
uc011zpw.1	ENSMUST00000083508
uc011zpx.1	ENSMUST00000134140
uc007uyh.2	ENSMUST00000022707
uc007uyi.2	ENSMUST00000022707
uc007uyj.1	ENSMUST00000123239
uc007uyk.1	ENSMUST00000078849
uc007uyl.1	ENSMUST00000078849
uc007uyq.2	ENSMUST00000022728
uc007uyr.2	ENSMUST00000022728
uc007uyu.1	ENSMUST00000164755
uc011zpy.1	ENSMUST00000171107
uc011zqb.1	ENSMUST00000047761
uc007uyw.2	ENSMUST00000047761
uc011zqc.1	ENSMUST00000071546
uc011zqd.1	ENSMUST00000071546
uc007uyx.2	ENSMUST00000100314
uc011zqe.1	ENSMUST00000100314
uc007uzd.2	ENSMUST00000022734
uc007uzm.1	ENSMUST00000140488
uc007uzn.2	ENSMUST00000065904
uc007uzq.1	ENSMUST00000167459
uc007uzr.1	ENSMUST00000088419
uc007uzs.1	ENSMUST00000167459
uc007uzt.1	ENSMUST00000088419
uc007uzu.1	ENSMUST00000167459
uc007uzv.1	ENSMUST00000088419
uc007uzw.1	ENSMUST00000167459
uc007uzx.1	ENSMUST00000062117
uc007uzy.1	ENSMUST00000032898
uc007uzz.1	ENSMUST00000032898
uc007vaa.1	ENSMUST00000026635
uc007vab.1	ENSMUST00000130256
uc007vao.1	ENSMUST00000039803
uc007var.1	ENSMUST00000045976
uc007vaw.1	ENSMUST00000026624
uc007vax.2	ENSMUST00000026625
uc007vbd.1	ENSMUST00000075888
uc007vbe.2	ENSMUST00000038374
uc011zqk.1	ENSMUST00000147018
uc011zql.1	ENSMUST00000152383
uc007vbh.1	ENSMUST00000161599
uc011zqn.1	ENSMUST00000161599
uc007vbu.2	ENSMUST00000049681
uc011zqq.1	ENSMUST00000142161
uc007vbx.1	ENSMUST00000166105
uc007sap.1	ENSMUST00000165178
